업종,신고번호,상호,우편번호,시설주소(지번),시설주소(도로명),시설부지면적(제곱미터),시설면적(제곱미터),건물연면적(제곱미터),건물구조,지역구분,영업구분,최초등록일자,최근변경일자,민원처리여부,민원처리일자,실내여부,지도자1급,지도자2급,지도자3급,운동시설세부,체육도장업분류여부,체육도장업상세분류,등록기준일
체력단련장업,30106-2009-000002,충남헬스클럽,,세종특별자치시 조치원읍 상리 136 3층 ,세종특별자치시 조치원읍 장안로 3  (3층),463,100,958,철근콘크리트조,일반상업지역,영업중,2009-02-18,2009-02-18,해결,2009-02-18,실내,,,1,바닥면적 [제곱미터] : 100,Y,,2022-11-30
체력단련장업,30106-2010-000001,홍익휘트니스클럽,,세종특별자치시 조치원읍 신안리 300 ,세종특별자치시 조치원읍 세종로 2639,4950,544,2990,철근콘크리트조,관리지역,영업중,2010-09-15,2012-06-12,해결,2012-06-12,실내,,1,1,,Y,,2022-11-30
체력단련장업,30106-2014-000001,crossfit sejong,30023,세종특별자치시 조치원읍 교리 51-1 ,세종특별자치시 조치원읍 새내로 155,,154,,,,영업중,2014-07-10,,해결,2014-07-10,실내,,,1,,Y,,2022-11-30
체력단련장업,30106-2014-000002,케이 짐,30031,세종특별자치시 조치원읍 신흥리 228-1 ,세종특별자치시 조치원읍 대첩로 75 301호,,,,,,영업중,2014-12-11,,해결,2014-12-11,실외,,,1,,Y,,2022-11-30
체력단련장업,30106-2015-000001,커브스 종촌클럽,30064,세종특별자치시 종촌동 672 메가시티 ,세종특별자치시 도움1로 106 메가시티 614호 (종촌동),,107,,,,영업중,2015-04-15,2018-06-18,해결,2018-06-18,실내,,,1,바닥면적 [제곱미터] : 107,Y,,2022-11-30
체력단련장업,30106-2015-000002,탑 휘트니스,30023,세종특별자치시 조치원읍 교리 51-1 ,세종특별자치시 조치원읍 새내로 155 2층 201호,,324,,,,영업중,2015-05-12,,해결,2015-05-12,실내,,,2,바닥면적 [제곱미터] : 324,Y,,2022-11-30
체력단련장업,30106-2015-000006,웅이짐,30103,세종특별자치시 어진동 103-21 ,세종특별자치시 절재로 194 803804호 (어진동),,300,,,,영업중,2015-07-31,2021-02-23,해결,2021-03-02,실내,,,2,,Y,,2022-11-30
체력단련장업,30106-2015-000007,킴스휘트니스클리닉,30100,세종특별자치시 아름동 1362 해피라움4 ,세종특별자치시 보듬3로 91 해피라움4 407동 401호 (아름동),2398,190,15083,,,영업중,2015-09-15,2020-10-19,해결,2020-10-20,실내,,1,,바닥면적 [제곱미터] : 190,Y,,2022-11-30
체력단련장업,30106-2015-000008,길라잡이체육관,30064,세종특별자치시 종촌동 673 ,세종특별자치시 도움1로 108 504505506507호 (종촌동 몰리브),,315,,,,영업중,2015-11-09,2020-11-23,해결,2020-11-24,실내,,2,,바닥면적 [제곱미터] : 315,Y,,2022-11-30
체력단련장업,30106-2015-000009,247 헬스,30100,세종특별자치시 도담동 675 ,세종특별자치시 보듬3로 8-27 (도담동 새한빌딩),,202,,,,영업중,2015-12-23,2020-05-11,해결,2020-05-11,실내,1,,,바닥면적 [제곱미터] : 202,Y,,2022-11-30
체력단련장업,30106-2016-000002,종촌종합복지센터 종합사회복지관,30064,세종특별자치시 종촌동 674 ,세종특별자치시 도움1로 116 (종촌동 종합복지지원센터),,225,,,,영업중,2016-01-22,2018-09-21,해결,2018-09-21,실내,1,,,,Y,,2022-11-30
체력단련장업,30106-2016-000003,플렉스 짐,30100,세종특별자치시 아름동 1295 해피라움1 603-1호,세종특별자치시 보듬3로 100 1동 603-12호 (아름동 해피라움1),,254,,,,영업중,2016-06-27,2020-02-14,해결,2020-02-12,실외,,1,,,Y,,2022-11-30
체력단련장업,30106-2016-000004,킴스휘트니스,30100,세종특별자치시 아름동 1361 ,세종특별자치시 보듬3로 91 410호 (아름동 해피라움4),,84,,,,영업중,2016-08-04,,해결,2016-08-04,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2017-000001,muscle paradise,30128,세종특별자치시 나성동 361-35 ,세종특별자치시 나성로 133-9 (나성동 세종NS타워1),,82,,철골콘크리트조,중심상업지역,영업중,2017-01-26,,해결,2017-01-26,실내,,,,,Y,,2022-11-30
체력단련장업,30106-2017-000002,세종더쎄짐,30100,세종특별자치시 아름동 1360 505호,세종특별자치시 보듬3로 95 505호 (아름동 해피라움3),2431,187,14837,철골콘크리트조,,영업중,2017-07-07,,해결,2017-07-07,실내,,,1,바닥면적 [제곱미터] : 187,Y,,2022-11-30
체력단련장업,30106-2017-000004,True gym,30030,세종특별자치시 조치원읍,세종특별자치시 조치원읍 큰말2길 1 2층,,319,,철골조,근린상업지역,영업중,2017-07-18,2020-03-09,해결,2020-03-09,실내,,1,1,바닥면적 [제곱미터] : 319,Y,,2022-11-30
체력단련장업,30106-2017-000005,올바디짐,30021,세종특별자치시 조치원읍,세종특별자치시 조치원읍 행복1길 3,342,101,202,경량철골조,일반주거지역,영업중,2017-08-11,,해결,2017-08-11,실내,,,1,바닥면적 [제곱미터] : 101,Y,,2022-11-30
체력단련장업,30106-2017-000006,PLETO,30127,세종특별자치시 새롬동 341-74 크리스마스빌딩 ,세종특별자치시 새롬중앙로 34 크리스마스빌딩 4층 406호 (새롬동),,143,,철골콘크리트조,근린상업지역,영업중,2017-12-18,,해결,2017-12-18,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2018-000001,우리동네 휘트니스,30150,세종특별자치시 보람동 629-2 금남프라자 ,세종특별자치시 호려울로 45 금남프라자 8층 801802803804-1호 (보람동),,332,,철근콘크리트조,,영업중,2018-03-02,,해결,2018-03-02,실내,,,1,바닥면적 [제곱미터] : 189,Y,,2022-11-30
체력단련장업,30106-2018-000002,예체능휘트니스,30150,세종특별자치시 보람동 629-2 금남프라자 ,세종특별자치시 호려울로 45 금남프라자 8층 804-2805806807808호 (보람동),,320,,,,영업중,2018-03-12,,해결,2018-03-12,실내,,,1,,Y,,2022-11-30
체력단련장업,30106-2018-000003,Real fit,30127,세종특별자치시 새롬동 산 19 해피라움W ,세종특별자치시 새롬중앙로 62-15 해피라움W 6층 607608호 (새롬동),,195,,,,영업중,2018-04-13,,해결,2018-04-13,실내,,,1,,Y,,2022-11-30
체력단련장업,30106-2018-000004,포바디클리닉,30102,세종특별자치시 어진동 528 태한프레스센터 ,세종특별자치시 절재로 172 태한프레스센터 2층 205호 (어진동),1518,190,5496,철근콘크리트조,중심상업지역,영업중,2018-06-07,2021-06-14,해결,2021-06-14,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2018-000005,커브스 보람클럽,30150,세종특별자치시 보람동 629-4 세종시드니 ,세종특별자치시 호려울로 29 세종시드니 6층 604호 (보람동),,114,,,,영업중,2018-08-28,,해결,2018-08-28,실내,,1,,바닥면적 [제곱미터] : 114,Y,,2022-11-30
체력단련장업,30106-2018-000006,스탠바이짐(Stand-by Gym),30128,세종특별자치시 나성동 791 애플타워 ,세종특별자치시 나성로 133-15 애플타워 제1동 5층 506호 (나성동),,210,,,,영업중,2018-09-13,,해결,2018-09-13,실내,,1,,바닥면적 [제곱미터] : 210,Y,,2022-11-30
체력단련장업,30106-2018-000007,더 힘찬짐 피트니스,30100,세종특별자치시 아름동 1310 하나타워 ,세종특별자치시 세종로 1234-12 하나타워 604605606호 (아름동),,210,,,,영업중,2018-10-22,2020-10-27,해결,2020-10-28,실내,,2,0,바닥면적 [제곱미터] : 438,Y,,2022-11-30
체력단련장업,30106-2018-000008,Gym HR,30100,세종특별자치시 아름동 1332 영토빌딩 ,세종특별자치시 아름서1길 13-4 영토빌딩 402호 (아름동),1261,113,5044,철근콘크리트조,일반상업지역,영업중,2018-12-18,,해결,2018-12-18,실내,,1,,바닥면적 [제곱미터] : 113,Y,,2022-11-30
체력단련장업,30106-2019-000001,레드핏,30129,세종특별자치시 나성동 782 하해빌딩 ,세종특별자치시 나성로 41 하해빌딩 401호 (나성동),,152,,,,영업중,2019-02-20,2019-10-17,해결,2019-10-17,실내,,,1,,Y,,2022-11-30
체력단련장업,30106-2019-000002,바디피티,30127,세종특별자치시 새롬동 341-74 크리스마스빌딩 ,세종특별자치시 새롬중앙로 34 크리스마스빌딩 6층 615~617호 (새롬동),823,283,,철근콘크리트조,근린상업지역,영업중,2019-10-01,2020-06-30,해결,2020-06-30,실외,,,,,Y,,2022-11-30
체력단련장업,30106-2019-000003,BODY PT 보람점,30150,세종특별자치시 보람동 628-4 골드타워 ,세종특별자치시 호려울로 51 골드타워 203204207209호 (보람동),,378,,철근콘크리트조,일반상업지역,영업중,2019-11-26,2020-09-15,해결,2020-09-15,실외,,2,,,Y,,2022-11-30
체력단련장업,30106-2019-000004,인더썬(IN THE SUN),30038,세종특별자치시 조치원읍 죽림리 114-1 세종럭스스퀘어 506호,세종특별자치시 조치원읍 세종로 2282 세종럭스스퀘어 506호,4769,957,20137,철골콘크리트조,준주거지역,영업중,2019-11-27,2021-09-09,해결,2021-09-09,실내,,2,,,Y,,2022-11-30
체력단련장업,30106-2019-000005,스포인 휘트니스,30123,세종특별자치시 다정동 7-6 리치타워 ,세종특별자치시 다정중앙로 40 리치타워 5층 509~511호 (다정동),,301,11418,철근콘크리트조,근린상업지역,영업중,2019-12-05,,해결,2019-12-05,실외,,2,,바닥면적 [제곱미터] : 301,Y,,2022-11-30
체력단련장업,30106-2020-000001,플레토 피트니스클럽,30101,세종특별자치시 고운동 산 167 아성프라자 ,세종특별자치시 세종로 1215 아성프라자 4층 (고운동),1654,739,9441,철근콘크리트조,일반상업지역,영업중,2020-01-17,,해결,2020-01-17,실외,,2,,바닥면적 [제곱미터] : 739,Y,,2022-11-30
체력단련장업,30106-2020-000002,세종스파 휘트니스,30055,세종특별자치시 장군면 봉안리 387 ,세종특별자치시 장군면 봉안길 70 2층,3140,431,5781,철근콘크리트조,,영업중,2020-02-12,2020-07-31,해결,2020-07-31,실내,,1,1,바닥면적 [제곱미터] : 431,Y,,2022-11-30
체력단련장업,30106-2020-000003,BODY PT 나성점,30128,세종특별자치시 나성동 763 행복의아침 ,세종특별자치시 한누리대로 292 행복의아침 201202205210211212호 (나성동),,422,,철근콘크리트조,중심상업지역,영업중,2020-03-02,2020-09-15,해결,2020-09-15,실내,,2,,바닥면적 [제곱미터] : 336,Y,,2022-11-30
체력단련장업,30106-2020-000004,챔피언짐,30064,세종특별자치시 종촌동 658 메디케어빌딩 ,세종특별자치시 도움3로 105-7 메디케어빌딩 3층 30345호 (종촌동),,304,7043,철골콘크리트조,근린상업지역,영업중,2020-04-06,,해결,2020-04-06,실내,1,,,,Y,,2022-11-30
체력단련장업,30106-2020-000005,브로스나인 나성점,30128,세종특별자치시 나성동 757 세종마루2 ,세종특별자치시 한누리대로 316 세종마루2 201~204호 (나성동),,345,,,,영업중,2020-07-07,2020-12-28,해결,2020-12-28,실내,,2,,,Y,,2022-11-30
체력단련장업,30106-2020-000006,스파렉스짐,30064,세종특별자치시 종촌동 672 메가시티 ,세종특별자치시 도움1로 106 메가시티 703호 (종촌동),4529,257,34996,철근콘크리트조,근린상업지역,영업중,2020-09-10,,해결,2020-09-10,실내,,,1,,Y,,2022-11-30
체력단련장업,30106-2020-000007,유어바디,30100,세종특별자치시 도담동 677 해피라움6 ,세종특별자치시 보듬3로 8-29 해피라움6 202207206호 (도담동),1609,352,9115,철근콘크리트조,일반상업지역,영업중,2020-10-06,,해결,2020-10-06,실내,,1,1,,Y,,2022-11-30
체력단련장업,30106-2020-000008,트루짐,30150,세종특별자치시 소담동 36-11 아이콤스타시티타워 ,세종특별자치시 소담로 93 아이콤스타시티타워 205~210호 (소담동),2032,572,13851,철근콘크리트조,일반상업지역,영업중,2020-11-11,,해결,2020-11-11,실내,,2,,바닥면적 [제곱미터] : 408,Y,,2022-11-30
체력단련장업,30106-2021-000001,세종 바른 운동,30150,세종특별자치시 소담동 574 펠리체타워3 ,세종특별자치시 한누리대로 2003 펠리체타워3 201호 (소담동),1319,73,9881,철근콘크리트조,중심상업지역,영업중,2021-02-16,2021-02-17,해결,2021-02-17,실내,,1,,바닥면적 [제곱미터] : 73,Y,,2022-11-30
체력단련장업,30106-2021-000002,바디리셋,30150,세종특별자치시 보람동 749 스마트허브Ⅲ ,세종특별자치시 호려울로 19 스마트허브Ⅲ 406407호 (보람동),1950,254,1362,철근콘크리트조,일반상업지역,영업중,2021-03-08,,해결,2021-03-08,실내,,,1,바닥면적 [제곱미터] : 254,Y,,2022-11-30
체력단련장업,30106-2021-000003,핏앤핏PT,30150,세종특별자치시 소담동 576 펠리체타워2 ,세종특별자치시 한누리대로 2009 펠리체타워2 205호 (소담동),1320,112,10744,철근콘크리트조,중심상업지역,영업중,2021-04-14,,해결,2021-04-14,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2021-000004,길라잡이 체육관 나성점,30128,세종특별자치시 나성동 788 메가타워2 ,세종특별자치시 나성북1로 12 메가타워2 301302호 (나성동),1671,306,13736,철근콘크리트조,일반상업지역,영업중,2021-05-24,,해결,2021-05-24,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2021-000005,헬스매니아 프로짐,30152,세종특별자치시 대평동 672 아마존타워 ,세종특별자치시 시청대로 20 아마존타워 203~205호 (대평동),1944,421,10954,철근콘크리트조,일반상업지역,영업중,2021-05-31,,해결,2021-05-31,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2021-000006,팀승전보,30098,세종특별자치시 도담동 655 해피라움7 ,세종특별자치시 한누리대로 589 해피라움7 303호 (도담동),,286,,,,영업중,2021-06-08,,해결,2021-06-08,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2021-000007,골든타임핏,30038,세종특별자치시 조치원읍 죽림리 114-1 ,세종특별자치시 조치원읍 세종로 2282 6층 602~604호,4769,308,,철골콘크리트조,준주거지역,영업중,2021-06-08,,해결,2021-06-08,실내,,2,,,Y,,2022-11-30
체력단련장업,30106-2021-000008,브로스나인,30123,세종특별자치시 다정동 932 다정메디프라자 ,세종특별자치시 다정중앙로 58 다정메디프라자 204~206호 (다정동),1071,406,6823,철근콘크리트조,근린상업지역,영업중,2021-07-09,,해결,2021-07-09,실내,,2,,,Y,,2022-11-30
체력단련장업,30106-2021-000009,크로스핏 세종,30083,세종특별자치시 금남면 용포리 238-23 ,세종특별자치시 금남면 성덕영곡길 20,1918,300,378,철근콘크리트조,생산녹지지역,영업중,2021-07-14,,해결,2021-07-14,실내,,1,,,Y,,2022-11-30
체력단련장업,30106-2021-000010,킴스피트니스클리닉(한솔점),30130,세종특별자치시 한솔동 1062 목화상가 201호,세종특별자치시 누리1로 83 목화상가 201호 (한솔동),654,177,521,철근콘크리트조,전용주거지역,영업중,2021-08-11,,해결,2021-08-11,실내,,1,,바닥면적 [제곱미터] : 177,Y,,2022-11-30
당구장업,30108-1991-000002,세종당구장,,세종특별자치시 조치원읍 원리 10-15 3층 ,세종특별자치시 조치원읍 으뜸길 226  (3층),,211,,,,영업중,1991-03-30,2013-12-13,해결,2013-12-13,실외,,,,,Y,,2022-11-30
당구장업,30108-1992-000003,명진당구장,,세종특별자치시 연서면 봉암리 216-4 ,,,,151,,,영업중,1992-05-22,2015-06-24,해결,2015-06-24,실외,,,,,N,,2022-11-30
당구장업,30108-1994-000002,명지당구장,,세종특별자치시 조치원읍 교리 23-16 ,세종특별자치시 조치원읍 새내12길 17,,113,389,철골콘크리트조,일반상업지역,영업중,1994-06-22,1994-06-22,,,실외,,,,,Y,,2022-11-30
당구장업,30108-1996-000004,매니아 당구클럽,30016,세종특별자치시 조치원읍 신안리 358-1 ,세종특별자치시 조치원읍 섭골길 65,879,489,963,경량철골조,일반주거지역,영업중,1996-10-21,2013-09-23,해결,2013-09-23,실외,,,,,Y,,2022-11-30
당구장업,30108-1997-000007,허리우드당구장1,,세종특별자치시 조치원읍 서창리 221-1 ,,,145,833,경량철골조,자연녹지지역,영업중,1997-05-15,1997-05-15,,,실외,,,,,N,,2022-11-30
당구장업,30108-1998-000006,허리우드 당구장,,세종특별자치시 조치원읍 서창리 221-1 ,,,133,,철근콘크리트조,자연녹지지역,영업중,1998-04-09,2013-07-25,해결,2013-07-25,실외,,,,,N,,2022-11-30
당구장업,30108-2000-000001,캉가루당구장,,세종특별자치시 조치원읍 교리 22-24 3층 ,세종특별자치시 조치원읍 새내12길 25 (3층),,150,493,철골콘크리트조,일반상업지역,영업중,2000-11-03,2000-11-03,,,실외,,,,,Y,,2022-11-30
당구장업,30108-2001-000004,신 세종당구장,30024,세종특별자치시 조치원읍 교리 21-13 ,세종특별자치시 조치원읍 새내12길 51 2층,,150,,,,영업중,2001-07-05,2018-10-30,해결,2018-10-31,실외,,,,,Y,,2022-11-30
당구장업,30108-2001-000005,허리우드당구장,,세종특별자치시 부강면 부강리 414-1 ,,0,0,0,,,영업중,2001-02-27,,,,실외,0,0,0,당구대수 [대] : 5,N,,2022-11-30
당구장업,30108-2002-000001,금남 당구 클럽,,세종특별자치시 금남면 용포리 138-4 ,세종특별자치시 금남면 용포로 68,,72,205,철골콘크리트조,상업지역,영업중,2002-07-16,2020-02-01,해결,2020-02-01,실외,,,,,Y,,2022-11-30
당구장업,30108-2003-000004,한번쳐볼까당구장,,세종특별자치시 부강면 부강리 443-3 ,,305,241,787,철근콘크리트조,일반상업지역,영업중,2003-12-19,2011-06-28,해결,2011-06-29,실내,0,0,0,당구대수 [대] : 11,N,,2022-11-30
당구장업,30108-2003-000005,귀빈당구장,30034,세종특별자치시 조치원읍 죽림리 97-7 ,세종특별자치시 조치원읍 죽림로 37,,121,328,철골콘크리트조,일반상업지역,영업중,2003-05-01,,,,실외,,,,,Y,,2022-11-30
당구장업,30108-2006-000002,부강당구클럽,,세종특별자치시 부강면 부강리 442-17 2층 ,세종특별자치시 부강면 부촌길 42-1  (2층),315,130,462,철근콘크리트조,일반상업지역,영업중,2006-06-27,2021-08-04,해결,2021-08-04,실내,0,0,0,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2007-000002,신광당구장,,세종특별자치시 조치원읍 원리 15-3 2층 ,세종특별자치시 조치원읍 새내12길 16  (2층),,,,,,영업중,2007-11-19,2009-08-03,해결,2009-08-03,실외,,,,,Y,,2022-11-30
당구장업,30108-2008-000001,대우당구장,,세종특별자치시 조치원읍 신흥리 168-4 2층 ,세종특별자치시 조치원읍 이화로 32 (2층),,274,,,,영업중,2008-02-04,2018-04-23,해결,2018-04-23,실외,,,,,Y,,2022-11-30
당구장업,30108-2008-000004,퍼펙트 당구 클럽,,세종특별자치시 조치원읍 교리 22-7 2층 ,세종특별자치시 조치원읍 조치원5길 34-12  (2층),,,,,,영업중,2008-04-29,2008-04-29,해결,2008-04-29,실외,,,,,Y,,2022-11-30
당구장업,30108-2008-000009,프리당구클럽,30021,세종특별자치시 조치원읍 침산리 252-6 ,세종특별자치시 조치원읍 행복5길 23 2층,334,192,766,,근린상업지역,영업중,2008-09-05,2019-10-16,해결,2019-10-16,실내,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2009-000004,럭키당구클럽,,세종특별자치시 전의면 읍내리 224-2 2층 ,세종특별자치시 전의면 장터길 9 (2층),518,242,825,철근콘크리트조,,영업중,2009-05-07,,해결,2009-05-07,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2009-000005,한큐당구장,,세종특별자치시 전의면 동교리 197-5 ,세종특별자치시 전의면 왕의물로 2-1,252,133,246,철근콘크리트조,일반주거지역,영업중,2009-05-28,,해결,2009-05-28,실내,,,,당구대수 [대] : 4,Y,,2022-11-30
당구장업,30108-2009-000006,한솔당구장,,세종특별자치시 조치원읍 교리 22-2 ,세종특별자치시 조치원읍 조치원7길 27,169,340,340,철근콘크리트조,일반상업지역,영업중,2009-06-19,,해결,2009-06-19,실외,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2009-000008,프로 당구클럽,30031,세종특별자치시 조치원읍 신흥리 228-1 ,세종특별자치시 조치원읍 대첩로 75 401402호 (세종메디컬프라자),,397,,철골콘크리트조,일반주거지역,영업중,2009-11-19,2018-03-09,해결,2018-03-09,실외,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2009-000009,오늘은 당구Day,30021,세종특별자치시 조치원읍 침산리 260-8 ,세종특별자치시 조치원읍 행복12길 5,,198,,,,영업중,2009-04-14,2019-05-01,해결,2019-05-01,실내,,,,,Y,,2022-11-30
당구장업,30108-2010-000001,영일 당구장,,세종특별자치시 소정면 소정리 196-10 ,세종특별자치시 소정면 소정구길 169,,106,,철골콘크리트조,일반주거지역,영업중,2010-04-06,2016-05-24,해결,2016-05-25,실외,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2010-000002,명성당구장,,세종특별자치시 조치원읍 침산리 262-1 선우빌딩201호 ,세종특별자치시 조치원읍 행복10길 2 (선우빌딩201호),,294,1346,철골콘크리트조,,영업중,2010-04-29,2020-07-29,해결,2020-07-29,실외,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2012-000001,삼억당구당,30016,세종특별자치시 조치원읍 신안리 141-3 ,세종특별자치시 조치원읍 토골고개길 10,1617,133,646,철골조,자연녹지지역,영업중,2012-02-18,2015-01-16,해결,2015-01-16,실내,,,,당구대수 [대] : 8,Y,,2022-11-30
당구장업,30108-2012-000002,국제당구클럽,30024,세종특별자치시 조치원읍 원리 1-20 ,세종특별자치시 조치원읍 문화로 5,178,118,198,철근콘크리트조,일반상업지역,영업중,2012-03-28,,해결,2012-03-28,실외,,,,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2012-000003,유니온당구장,30075,세종특별자치시 부강면 부강리 416-8 ,세종특별자치시 부강면 부촌길 39,314,250,596,철근콘크리트조,일반상업지역,영업중,2012-03-23,,해결,2012-03-23,실내,0,0,0,당구대수 [대] : 5,Y,,2022-11-30
당구장업,30108-2012-000004,큰별당구장,30083,세종특별자치시 금남면 용포리 192-5 ,세종특별자치시 금남면 대평시장2길 3,274,214,746,철근콘크리트조,일반상업지역,영업중,2012-07-10,,해결,2012-07-10,실내,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2014-000001,세종당구장,30083,세종특별자치시 금남면 신촌리 88 ,세종특별자치시 금남면 용포쑥티1길 8,,129,,,,영업중,2014-01-20,2018-11-21,해결,2018-11-21,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2014-000003,첫마을당구클럽,30130,세종특별자치시 한솔동 343-5 ,세종특별자치시 누리1로 81 (한솔동),,143,,,,영업중,2014-03-17,2020-04-21,해결,2020-04-21,실내,,,,,Y,,2022-11-30
당구장업,30108-2014-000004,전동 당구장,30011,세종특별자치시 전동면 노장리 649-1 ,세종특별자치시 전동면 전동로 8,,95,,,,영업중,2014-08-22,,해결,2014-08-22,실외,,,,당구대수 [대] : 4,Y,,2022-11-30
당구장업,30108-2014-000005,태영 당구장,30055,세종특별자치시 장군면 봉안리 316 ,세종특별자치시 장군면 월현윗길 5,,161,,,,영업중,2014-08-29,2015-05-20,해결,2015-05-20,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2015-000001,미닝당구클럽,30100,세종특별자치시 도담동 672 해피라움5 ,세종특별자치시 보듬3로 8-15 해피라움5 501호 (도담동),,,,,,영업중,2015-01-14,2018-08-01,해결,2018-08-01,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2015-000002,세종제일당구장,30100,세종특별자치시 아름동 산 40 ,세종특별자치시 보듬3로 91 4동 702-1702-2703호 (아름동),,,,,,영업중,2015-02-11,2017-03-03,해결,2017-03-06,실내,,,,,Y,,2022-11-30
당구장업,30108-2015-000007,욱일 樂 당구클럽,30021,세종특별자치시 조치원읍 침산리 263-6 ,세종특별자치시 조치원읍 행복2길 21 201호,379,226,767,철근콘크리트조,일반주거지역,영업중,2015-07-10,2020-03-17,해결,2020-03-17,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2015-000008,25시 당구장,30130,세종특별자치시 한솔동 931 ,세종특별자치시 노을3로 90 301호 (한솔동),,,,,,영업중,2015-07-20,,해결,2015-07-20,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2015-000009,k당구,30103,세종특별자치시 어진동 103-21 ,세종특별자치시 절재로 194 801802호 (어진동),,268,,,,영업중,2015-07-27,2018-07-20,해결,2018-07-20,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2015-000010,원당구클럽,30064,세종특별자치시 종촌동 151-92 ,세종특별자치시 도움3로 105-6 501호 (종촌동 스마트프라자),,287,,,,영업중,2015-09-24,2018-06-26,해결,2018-06-26,실내,,,,,Y,,2022-11-30
당구장업,30108-2015-000011,세종당구장,30055,세종특별자치시 장군면 봉안리 377-1 ,세종특별자치시 장군면 봉안산소골길 4-5,,177,,,,영업중,2015-12-03,2020-02-28,해결,2020-02-28,실내,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2015-000012,세종 당구장,30129,세종특별자치시 나성동 499 ,세종특별자치시 나리3로 41 406407호 (나성동 하해빌딩),,201,,,,영업중,2015-12-16,,해결,2015-12-16,실내,,,,,Y,,2022-11-30
당구장업,30108-2016-000001,SJ당구장,30100,세종특별자치시 아름동 1332 영토프라자 303호,세종특별자치시 아름서1길 13-3 303호 (아름동 영토프라자),,158,,철근콘크리트조,일반상업지역,영업중,2016-06-17,,해결,2016-06-17,실외,,,,당구대수 [대] : 7,Y,,2022-11-30
당구장업,30108-2016-000002,세종당구장,30004,세종특별자치시 전의면 읍내리 251-6 ,세종특별자치시 전의면 만세길 21 2층,489,182,424,철근콘크리트조,일반주거지역,영업중,2016-07-04,2018-09-14,해결,2018-09-14,실외,,,,당구대수 [대] : 6,Y,,2022-11-30
당구장업,30108-2016-000003,신흥당구클럽,30031,세종특별자치시 조치원읍 이화로 6-1,세종특별자치시 조치원읍 이화로 6-1,669,,1179,철골콘크리트조,일반주거지역,영업중,2016-07-21,,해결,2016-07-21,실내,,,,당구대수 [대] : 11,Y,,2022-11-30
당구장업,30108-2016-000004,참샘 당구클럽,30063,세종특별자치시 고운동 1716 ,세종특별자치시 고운서길 20 502503호 (고운동 참샘빌딩),,278,,,,영업중,2016-09-02,2021-07-22,해결,2021-07-23,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
당구장업,30108-2017-000001,한스(han's) 당구장,30150,세종특별자치시 보람동 628-4 ,세종특별자치시 호려울로 51 604 605호 (보람동 골드타워),,244,,철골콘크리트조,일반상업지역,영업중,2017-01-11,,해결,2017-01-11,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2017-000002,나성당구클럽,30129,세종특별자치시 나성동 502 ,세종특별자치시 나성남로 7-16 6층 602호 (나성동 신영드림타워),,173,,철골콘크리트조,일반상업지역,영업중,2017-03-07,,해결,2017-03-07,실내,,,,당구대수 [대] : 8,Y,,2022-11-30
당구장업,30108-2017-000004,존케이지 빌리어즈 당구클럽,30128,세종특별자치시 나성동 361-35 404405406호 ,세종특별자치시 나성로 133-9 1동 4층 404호 (나성동 세종NS타워1),,262,,철골콘크리트조,중심상업지역,영업중,2017-04-27,,해결,2017-04-27,실내,,,,당구대수 [대] : 10,Y,,2022-11-30
당구장업,30108-2017-000005,에이스 당구장,30100,세종특별자치시 도담동,세종특별자치시 보듬3로 8-27 6층 602603604호 (도담동 새한빌딩),1466,580,5823,철근콘크리트조,일반상업지역,영업중,2017-05-15,,해결,2017-05-15,실내,,,,당구대수 [대] : 9,Y,,2022-11-30
